order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
5	886	0.0121	0.027	0.0089	0.236	4.198	78.6	158.8	86
5	886	0.0124	0.0288	0.0093	0.24	4.111	24.6	-117.7	82.1
5	886	0.015	0.1048	0.0292	0.65	4.174	64.3	-50.7	82.8
5	886	0.0123	0.0421	0.0136	0.352	4.34	26.1	163.6	45.6
4	351	0.0143	0.0289	0.0088	0.214	4.45	31.7	159.8	22.9
4	354	0.0159	0.0485	0.0122	0.243	4.361	106.6	50.8	108
4	356	0.0122	0.0295	0.0096	0.25	4.794	85.7	45.6	75.3
4	356	0.0159	0.0281	0.0071	0.141	4.778	83.2	-134.8	87.2
4	356	0.0136	0.0351	0.0103	0.242	4.871	65.4	-85.8	17.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	31	0.0143	0.0888	0.0252	0.567	6.101	40.5	-104.5	51.7
0	0	0	0	0	0	0	0	0	0
4	1418	0.0084	0.0065	0.0031	0.116	4.738	27	-23.2	71.5
4	1418	0.0141	0.077	0.0218	0.493	4.418	137.5	101.7	52.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	1418	0.0201	0.0546	0.0109	0.173	4.476	43.5	-99.3	115.7
4	1418	0.0142	0.0464	0.0131	0.294	4.457	63.3	84.8	69
4	1418	0.0076	0.0241	0.0126	0.526	4.825	15.4	71.4	16.3
4	1418	0.0124	0.0418	0.0126	0.306	4.613	68.1	-42.4	88.1
4	1418	0.0134	0.0437	0.0131	0.311	4.642	76.2	118.8	60.9
4	1418	0.0155	0.0601	0.0159	0.334	4.839	42.4	26.2	71.2
0	0	0	0	0	0	0	0	0	0
6	947	0.0121	0.0243	0.0081	0.213	4.63	113	102.6	70.4
0	0	0	0	0	0	0	0	0	0
4	35	0.0167	0.0731	0.0183	0.367	5.445	51.6	87.1	60.9
4	35	0.0137	0.0973	0.0283	0.656	5.451	60.5	-56.5	46.5
5	425	0.012	0.0299	0.0102	0.277	5.686	126.4	21.1	71.3
5	425	0.0121	0.0695	0.0209	0.504	5.561	110.9	8.3	68.6
5	425	0.0109	0.0248	0.0091	0.265	5.596	112.6	171.5	63.6
4	39	0.0151	0.1433	0.0404	0.909	5.353	50	-171.2	78.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	39	0.0118	0.0332	0.0112	0.303	5.592	68.2	52.9	77.5
4	39	0.006	0.0044	0.0029	0.157	5.655	7.8	118.9	57.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	59	0.014	0.0349	0.0106	0.26	1.891	42.7	-162.3	111.5
5	997	0.0144	0.0301	0.0083	0.184	2.088	108.3	-78.4	146.9
5	1423	0.0124	0.0323	0.0104	0.267	2.044	20.6	-120.9	138.8
0	0	0	0	0	0	0	0	0	0
5	1019	0.0111	0.0433	0.0156	0.446	3.179	95.5	171.8	163.9
4	1026	0.011	0.0257	0.0093	0.269	2.024	117.7	173	75.1
3	66	0.0117	0.0294	0.01	0.272	2.161	57.5	-144.1	66.8
3	1029	0.0117	0.0146	0.005	0.135	3.457	43.9	-134	55.8
3	1029	0.0104	0.0408	0.0153	0.457	3.502	59.1	137.9	61
0	0	0	0	0	0	0	0	0	0
3	1029	0.0095	0.0508	0.0177	0.496	3.515	18.9	-163.9	22.3
0	0	0	0	0	0	0	0	0	0
2	2	0.0119	0.0392	0.0132	0.352	3.561	72.5	83.7	58.4
0	0	0	0	0	0	0	0	0	0
2	2	0.0103	0.0326	0.0114	0.322	3.812	50.2	144.9	67.8
3	77	0.0115	0.0599	0.0212	0.599	2.782	11.8	173.9	58.1
3	77	0.0103	0.0272	0.0106	0.327	2.866	126.3	-102.6	62.7
0	0	0	0	0	0	0	0	0	0
5	1036	0.0119	0.0348	0.0117	0.313	2.629	75.7	70.8	102.9
5	1036	0.0131	0.0785	0.0229	0.534	2.584	15	119.1	63.9
4	540	0.0063	0.0059	0.0037	0.187	2.64	46	54.9	99.6
4	540	0.0124	0.0524	0.0174	0.459	2.636	116.4	52.2	54
5	1431	0.0117	0.0962	0.0323	0.866	2.283	162.6	175.3	99.8
6	1039	0.0066	0.0285	0.0172	0.822	2.472	91.8	-122	89.5
0	0	0	0	0	0	0	0	0	0
4	1369	0.0113	0.0213	0.0075	0.211	2.16	68	154.4	82.2
2	3	0.0094	0.0322	0.0117	0.341	2.013	60.7	5.5	100.5
2	3	0.0121	0.0379	0.0129	0.351	2.023	39.9	71.6	87.2
2	3	0.0104	0.0193	0.008	0.267	2.047	62.3	168.6	13.2
3	79	0.0134	0.0522	0.0161	0.397	2.447	86.8	-86.5	113.1
7	1052	0.01	0.0545	0.0177	0.467	1.61	85.1	172.9	57.1
6	1054	0.0105	0.0239	0.0091	0.274	1.774	63.3	-15.3	80.8
5	1056	0.0087	0.0106	0.0049	0.179	2.069	51.2	74.1	119.6
4	572	0.0105	0.0302	0.0116	0.352	2.392	50.8	-100.6	22
4	572	0.0115	0.0355	0.012	0.324	2.406	50	-52.3	88.2
4	1068	0.0099	0.0273	0.0091	0.246	3.872	84.8	152.2	33.7
4	1068	0.005	0.027	0.0216	1.376	4.189	22.1	-117.8	130.6
4	1068	0.005	0.0046	0.0037	0.235	4.292	91.1	-73.1	58
3	100	0.0121	0.0181	0.006	0.159	3.767	77.1	121.1	107.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	1089	0.0083	0.0372	0.018	0.692	2.843	105.8	-114.3	82.5
5	1095	0.0122	0.034	0.0112	0.293	2.874	67.9	86.3	75.9
5	1095	0.0146	0.0488	0.0158	0.409	3.04	61.6	171.3	36.3
4	1101	0.0082	0.058	0.0282	1.091	2.525	33	2.3	111.5
0	0	0	0	0	0	0	0	0	0
3	159	0.0115	0.0278	0.0097	0.269	2.591	145.9	-35.2	85.6
3	159	0.0129	0.0325	0.011	0.302	2.46	141.4	40.5	42.3
3	159	0.0145	0.0539	0.0148	0.325	2.298	117.6	58.2	93.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	1159	0.0112	0.0524	0.0181	0.498	3.917	84.9	59.7	57.8
5	1161	0.0154	0.0749	0.0194	0.399	3.505	48.9	2.6	67.2
4	1180	0.0155	0.061	0.0157	0.323	4.492	77.7	-116.4	46.7
0	0	0	0	0	0	0	0	0	0
4	1183	0.0112	0.0222	0.0079	0.225	4.048	66.8	-27.9	55.2
4	1183	0.009	0.0192	0.0081	0.273	4.278	49.9	15.2	84.4
4	831	0.0135	0.048	0.0142	0.336	4.341	89.6	122.3	78.9
4	831	0.0146	0.0349	0.0095	0.208	4.772	167.4	17.3	149.4
0	0	0	0	0	0	0	0	0	0
3	24	0.0133	0.0536	0.0149	0.329	5.737	59.8	-85.6	61.8
3	24	0.0145	0.0623	0.0176	0.397	5.757	62.3	74.7	61.8
3	24	0.0139	0.0676	0.0191	0.432	5.775	46.5	-35.5	51.2
5	1205	0.0143	0.0003	0.0001	0.002	5.998	82.6	-7.5	83.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	1265	0.0054	0.0068	0.005	0.297	3.015	94.4	-99.1	91.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	540	0.0092	0.0445	0.0158	0.451	2.644	97.6	58.1	114.2
0	0	0	0	0	0	0	0	0	0
6	1272	0.0105	0.0536	0.0196	0.573	2.272	17.9	174	72.4
7	1512	0.0112	0.0701	0.0252	0.722	2.447	29.1	0.6	65.1
0	0	0	0	0	0	0	0	0	0
3	159	0.0077	0.0102	0.0053	0.218	2.531	71.1	135.5	42.1
3	159	0.0135	0.048	0.0142	0.334	2.725	54.2	84.5	77.1
3	59	0.0096	0.0174	0.0073	0.241	1.908	52.2	101	70.5
3	59	0.0104	0.0194	0.0075	0.23	1.932	67.2	123.5	67.6
4	540	0.0119	0.0464	0.0155	0.414	2.827	151.5	97.4	83.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	540	0.0114	0.0257	0.0109	0.373	2.793	61.6	-28.7	75.1
1	1	0.123	16.3458	0.8213	3.814	3.513	1.7	-103.3	8.4
2	2	0.0159	0.4551	0.1169	2.409	2.683	62.7	-26.8	56.1
2	3	0.0326	0.6622	0.1269	2.052	1.97	73.3	-17.1	93.8
2	4	0.0143	0.1684	0.0471	1.048	4.243	96.4	-128	92.6
2	6	0.013	0.052	0.0158	0.381	3.514	40	-138.1	65.7
2	8	0.0251	0.3728	0.0634	0.862	2.374	47.7	-58.1	93.6
2	9	0.0356	0.5721	0.096	1.375	2.76	95.3	-42.7	75.8
2	10	0.0133	0.1719	0.047	1.041	3.541	49.4	-163.4	69.2
2	11	0.005	0.0126	0.0101	0.64	2.671	89.4	160.7	75.6
2	12	0.0151	0.4663	0.1111	2.18	3.182	41.9	-42.5	54.2
2	13	0.0113	0.035	0.0124	0.349	2.934	74.8	-2.7	31
2	14	0.0155	0.3313	0.0924	2.073	3.498	33.8	79.1	29.9
2	15	0.005	0.006	0.0048	0.304	3.015	106.5	111.3	106.8
2	16	0.0159	0.2225	0.0619	1.377	3.895	109.2	118.6	90.1
2	17	0.0173	0.3394	0.0679	1.098	7.194	82.6	177.1	74.6
2	1338	0.0758	4.4344	0.3797	3.368	4.693	28	160.8	9.5
2	258	0.0123	0.104	0.032	0.782	3.316	55.8	32.7	95.8
2	260	0.016	0.2755	0.069	1.376	5.676	60.7	-41.6	83.2
0	0	0	0	0	0	0	0	0	0
2	267	0.0125	0.0601	0.0188	0.468	7.009	59.7	-12.9	116.5
2	272	0.0197	0.0728	0.0148	0.238	6.409	148.2	137.9	15.7
3	59	0.0127	0.0246	0.0078	0.195	1.945	61.1	109	95.7
3	61	0.0106	0.1139	0.0359	0.912	2.217	55.4	-47.9	65.6
3	62	0.017	0.4321	0.106	2.083	3.227	18.6	53.3	102.3
3	63	0.0113	0.0314	0.0113	0.325	3.2	37.9	-74.7	79.4
3	66	0.0172	0.2984	0.0626	1.056	1.925	138.9	123.3	99.5
3	67	0.0043	0.0043	0.004	0.294	2.32	57.8	92.9	94.6
3	71	0.0195	0.0728	0.0149	0.244	2.881	103	-92.7	77.4
3	1339	0.0151	0.1198	0.0317	0.669	2.678	80.3	-153.1	58
3	518	0.0108	0.0448	0.0153	0.42	3.475	54.6	-129.5	55.1
3	1029	0.0112	0.0312	0.011	0.311	3.608	38.9	-104.1	53.8
3	77	0.0278	0.5842	0.1091	1.722	2.155	11	109.2	78.9
3	79	0.0116	0.117	0.0385	1.016	2.224	50.8	37.9	95.4
3	1340	0.0159	0.2708	0.0739	1.654	1.934	116.8	-70.7	116.8
3	1046	0.0144	0.0638	0.0175	0.382	1.933	6	99.2	54.6
3	84	0.005	0.0072	0.0058	0.366	1.958	93.6	101.7	73.4
3	85	0.028	0.2756	0.0394	0.449	3.076	60.9	51.4	65
3	90	0.0133	0.0407	0.0136	0.369	2.972	66.7	120.4	10.7
3	91	0.0119	0.0301	0.0101	0.271	2.845	147.5	3.3	54.2
3	95	0.0105	0.04	0.0152	0.461	3.248	118.6	42.4	93.1
3	100	0.017	0.1705	0.0401	0.752	3.969	40.9	96.6	147.8
3	101	0.0091	0.1189	0.0358	0.874	3.507	68.8	8.7	95.6
3	104	0.0165	0.1406	0.034	0.654	3.917	62.5	-93.1	51.8
3	1341	0.0145	0.1142	0.0311	0.675	4.026	166.7	-58.5	88.2
3	120	0.021	0.0547	0.0104	0.158	2.191	147.7	-41.8	76.6
3	121	0.0192	0.0785	0.0164	0.272	2.283	2.9	-58.8	82.8
3	123	0.005	0.0044	0.0035	0.224	2.28	23	-41.4	19.4
3	128	0.0117	0.0218	0.0075	0.204	2.618	56.7	-58.1	65.9
3	130	0.0106	0.0334	0.0126	0.378	2.629	65.9	110.2	132.9
3	137	0.0168	0.4039	0.1042	2.182	2.885	157.2	-20.7	109.2
3	141	0.0129	0.0444	0.0146	0.381	3.285	67.8	-162.2	79.5
3	146	0.0116	0.0585	0.0202	0.553	2.944	49.3	55.6	73.7
3	147	0.005	0.0147	0.0117	0.747	3.003	94.9	-136.9	42.2
3	159	0.0164	0.1042	0.0272	0.57	2.623	52.3	-172.4	132.2
3	165	0.0168	0.1698	0.0387	0.702	2.851	114.7	-73	116.3
3	1344	0.0182	0.254	0.0655	1.418	2.584	93.3	-129.9	127.9
3	179	0.0127	0.022	0.0069	0.173	3.22	50.8	-67.5	103.4
3	180	0.005	0.0067	0.0053	0.34	2.934	67.9	-165.6	71.5
3	182	0.0178	0.0595	0.0134	0.239	3.204	73.2	-33.4	126.7
3	189	0.0174	0.1529	0.0383	0.768	3.357	59.7	83.8	120
3	1345	0.0125	0.0343	0.0109	0.278	3.755	78.7	-78.5	83.5
0	0	0	0	0	0	0	0	0	0
3	1346	0.005	0.0179	0.0115	0.605	2.688	35.6	147.6	108.7
3	220	0.0135	0.0366	0.0109	0.257	3.201	35.5	-15.5	82.8
0	0	0	0	0	0	0	0	0	0
3	223	0.0225	0.0885	0.019	0.346	3.384	49	59	143.8
3	224	0.0127	0.0809	0.0258	0.658	3.145	53.5	156.2	98.5
3	228	0.0073	0.0134	0.0074	0.322	3.346	135.6	-78.1	121.6
3	231	0.0158	0.1249	0.034	0.738	3.69	27.4	-113.1	72.9
3	1349	0.0127	0.117	0.0345	0.814	4.037	7.8	153.1	3.2
3	244	0.0136	0.0471	0.0138	0.323	3.493	46.6	-149	124
3	247	0.0154	0.0397	0.0103	0.213	3.705	65.8	-0.9	71.1
3	1351	0.0151	0.2052	0.055	1.178	3.887	77.6	41.9	69.4
3	273	0.0134	0.0379	0.0112	0.264	7.275	25	107	32.4
3	18	0.0112	0.315	0.1044	2.766	3.45	120.9	14.4	42.9
3	20	0.026	0.4723	0.1084	2.101	3.961	56.1	70.4	94.9
3	23	0.0139	0.0774	0.0226	0.543	4.158	81.9	7.7	89.2
3	24	0.0145	0.1439	0.0417	0.968	4.654	65.6	151.6	26
3	26	0.0141	0.0631	0.0175	0.387	5.624	138.6	-61.2	57.5
3	28	0.0149	0.0589	0.0149	0.306	4.092	81.7	-133.7	40.7
3	31	0.0325	1.5443	0.2569	3.698	4.93	61.2	48.6	79.2
3	32	0.0115	0.0557	0.0178	0.456	4.637	26	-98.9	63.3
3	1353	0.0335	1.0952	0.1331	1.328	5.716	52.1	88.4	69.8
3	1354	0.0156	0.2537	0.0655	1.348	3.299	22.9	37.2	73.4
3	1357	0.0065	0.0149	0.0091	0.445	6.944	44	105.3	73.4
4	474	0.0112	0.0643	0.0232	0.668	2.077	42.1	-3.3	77.4
4	1004	0.0116	0.0743	0.0243	0.633	2.484	41.9	-104.6	85
4	1005	0.005	0.0103	0.0082	0.525	2.862	153	95.9	119.7
4	1361	0.005	0.0115	0.0092	0.586	3.132	81.1	-44.6	55.1
4	496	0.005	0.0108	0.0086	0.55	2.171	139.2	69.1	96.7
4	1363	0.0189	0.1741	0.0369	0.623	1.965	92.1	141.3	64.7
0	0	0	0	0	0	0	0	0	0
4	513	0.0123	0.0197	0.0064	0.167	2.673	3.4	176.2	39.2
4	540	0.0125	0.1209	0.0408	1.102	2.544	2.8	-83.3	144.7
4	1369	0.029	0.1314	0.0181	0.199	2.165	84.7	20.3	114.9
4	1371	0.0144	0.1234	0.0383	0.961	1.928	40	-93.4	112.9
0	0	0	0	0	0	0	0	0	0
4	572	0.0103	0.017	0.0066	0.203	2.226	72.6	47.1	42
4	580	0.005	0.0132	0.0105	0.67	2.581	105.6	51.9	74.6
4	582	0.0148	0.0349	0.0095	0.204	2.705	69.7	-140.1	139.2
4	1379	0.0106	0.0271	0.011	0.357	3.512	107.2	-100.3	39.3
4	609	0.014	0.0636	0.0183	0.42	4.568	47.5	11.1	126.1
4	650	0.0182	0.1243	0.0274	0.479	2.656	145.9	95.5	83.3
4	656	0.005	0.0083	0.0066	0.421	2.728	31.6	-71.3	74
4	658	0.0144	0.0595	0.0174	0.406	2.833	18.5	59.6	108.8
4	1387	0.0051	0.0132	0.0103	0.643	2.747	172.6	-161.7	67.3
4	1389	0.0121	0.0291	0.0095	0.249	2.991	7	60.3	78
4	683	0.005	0.0024	0.0019	0.121	3.124	84.4	-89.4	105.1
4	173	0.0113	0.0498	0.0176	0.495	2.595	29.5	40.5	72.3
4	1393	0.0124	0.164	0.0543	1.437	2.488	129.4	-13.4	111.5
4	1397	0.012	0.0543	0.0152	0.345	3.266	103.1	83.9	110.4
4	745	0.005	0.0077	0.0061	0.39	2.925	9.1	95.7	87.7
4	747	0.0123	0.1012	0.0333	0.872	3.153	156.7	49.1	49.4
4	1139	0.0123	0.0212	0.0069	0.178	3.385	33.5	66.1	159
4	765	0.0133	0.0567	0.017	0.405	3.078	115.5	-63.4	150.2
4	1406	0.0128	0.0209	0.0065	0.162	3.746	48.7	73.8	92.3
4	232	0.0153	0.1748	0.0508	1.182	3.693	146.9	-110.1	96.3
4	233	0.0142	0.035	0.0098	0.22	3.623	66.9	92.4	55
4	1408	0.0129	0.0255	0.0079	0.196	3.476	135	-97.3	84.3
4	1410	0.0125	0.0667	0.0197	0.463	4.353	56.2	-0.4	74.9
4	287	0.0192	0.3713	0.0934	2.018	3.659	60.5	-3	142.7
4	298	0.005	0.0038	0.0031	0.195	4.445	67.9	93.7	99.1
4	1412	0.0148	0.13	0.0372	0.851	4.438	54	148.5	33.8
4	831	0.0192	0.1869	0.043	0.806	4.277	67.4	31.9	95.7
4	1180	0.0148	0.0511	0.0138	0.296	4.166	156.7	-3.7	126.4
4	322	0.005	0.0228	0.0183	1.162	3.544	72.4	135.6	67.2
4	1413	0.0204	0.3138	0.0721	1.386	3.961	69.4	-179.9	90.5
4	857	0.0132	0.0889	0.027	0.654	4.76	71.1	82	63.8
4	1414	0.0132	0.0659	0.02	0.481	4.155	101.8	-77.2	127.2
4	344	0.0138	0.1095	0.0318	0.736	4.81	49.3	1.1	52.9
4	1415	0.011	0.0638	0.0199	0.497	4.745	70.8	140.2	39.1
4	351	0.0126	0.0546	0.0181	0.479	4.417	50.2	81.6	59.1
4	354	0.005	0.0072	0.0058	0.368	4.384	39.2	75.7	66.3
4	356	0.0136	0.0562	0.0168	0.402	4.575	45.4	-166.8	85.7
4	357	0.0144	0.0505	0.014	0.311	4.58	102.1	-2.1	74.2
4	360	0.0139	0.1208	0.0341	0.766	5.662	168.3	-2.8	149.3
4	1418	0.0182	0.2928	0.0659	1.193	4.764	161.2	46.7	49.8
4	35	0.0189	0.7643	0.179	3.404	4.705	57.2	-65.2	118.6
4	39	0.0146	0.2599	0.0671	1.385	4.995	7.4	-162.2	22.9
4	44	0.0113	0.0485	0.0149	0.371	5.102	14.7	103.2	81.4
4	48	0.0187	0.0833	0.0179	0.304	5.318	19.9	91.4	63.8
4	50	0.0158	0.0961	0.0215	0.387	5.452	3.1	160.5	58.3
4	52	0.0198	0.3765	0.0803	1.394	5.913	37.9	-53.1	20.2
4	53	0.0173	0.0934	0.0237	0.504	6.007	96.7	-38.6	99.8
4	1420	0.0237	0.1271	0.0288	0.565	6.187	137.9	-67.9	132
4	459	0.0148	0.0777	0.0219	0.495	5.827	16.5	145.6	56
4	1422	0.0062	0.004	0.0026	0.133	6.941	105.2	34	175.6
5	1423	0.0107	0.0388	0.0146	0.436	2.079	25.3	-1.6	106
5	1019	0.0132	0.0682	0.0207	0.499	3.186	101.3	156.1	56.7
5	1431	0.0139	0.1022	0.0294	0.674	2.458	96.2	-114	32.3
5	1433	0.0136	0.0444	0.0131	0.307	1.811	94.9	-139.5	72.6
5	557	0.0113	0.0859	0.0312	0.902	1.585	90.3	-143.6	62.2
5	1446	0.0107	0.0375	0.014	0.418	2.664	53.6	8.9	100.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	1460	0.0143	0.0743	0.0208	0.462	4.439	32.1	161.9	62.8
0	0	0	0	0	0	0	0	0	0
5	858	0.0101	0.0138	0.0055	0.173	4.052	71	44.2	69.3
0	0	0	0	0	0	0	0	0	0
5	1467	0.0143	0.3932	0.11	2.45	4.81	107	-40	93.1
5	1204	0.0138	0.0941	0.0273	0.632	6.13	73.7	38.7	27.5
5	889	0.0144	0.0313	0.0087	0.192	4.526	87	-3.7	104.4
0	0	0	0	0	0	0	0	0	0
5	364	0.0199	0.0969	0.0195	0.313	5.394	97.1	174	51.2
5	367	0.0134	0.0345	0.0111	0.311	5.463	133.4	-54.6	123
5	374	0.0085	0.0376	0.0177	0.666	5.788	104.9	-37	71.2
5	381	0.0052	0.0122	0.0093	0.564	4.688	37	-96.2	126
5	1474	0.0134	0.0683	0.0203	0.481	5.072	14.3	51.7	65.1
5	396	0.0138	0.2386	0.0691	1.594	5.152	60.6	-154.8	44.2
5	1475	0.0203	0.2139	0.0496	0.943	5.168	39.4	-137.8	124.6
5	1237	0.0131	0.0386	0.0104	0.227	5.622	30.7	-50.2	42.7
5	425	0.0169	0.111	0.031	0.699	5.933	176	90.6	34.6
5	1480	0.0123	0.1989	0.063	1.59	6.924	168.2	-145.6	150.7
6	1039	0.0119	0.081	0.0312	1.049	2.384	35	17.3	79.6
6	1488	0.0129	0.1404	0.0436	1.076	1.829	60.8	100.4	83.7
6	1490	0.0101	0.0201	0.0079	0.248	2.61	128.1	-125.4	114.5
0	0	0.0106	0.0109	0.0041	0.123	4.368	0	165.3	93.9
6	908	0.005	0.0069	0.0055	0.353	5.328	86.1	-162.6	94.9
6	1503	0.0143	0.1098	0.0322	0.753	5.35	5.7	9.5	155.5
6	923	0.0158	0.0702	0.0179	0.363	5.613	75.6	-117.9	68.9
6	945	0.0141	0.0576	0.0163	0.368	5.012	55.1	63.8	84.4
6	949	0.0135	0.1056	0.0313	0.736	4.6	54.9	45.9	93.6
6	1506	0.0128	0.0465	0.0146	0.366	5.11	84	-12.8	140.2
6	1507	0.015	0.0493	0.0132	0.28	5.925	44.4	176.9	13.4
7	1512	0.0113	0.0319	0.0113	0.319	2.396	88	-64.1	120.7
7	986	0.0136	0.0592	0.0174	0.405	6.657	24.9	61.6	148.6
